Food_ID,Food name and Description,Scientific name,Alternate/Common name(s),Edible portion,Option
D043,Cassava lvs,Manihot esculenta,Kamoteng kahoy/Balinghoy dahon,34%,Data Image
D044,"Cassava lvs, boiled",Manihot esculenta,"Kamoteng kahoy/Balinghoy dahon, nilaga",100%,Data Image
D045,Cauliflower,Brassica oleracea var. botrytis,N/A,64%,Data Image
D046,"Cauliflower, boiled",Brassica oleracea var. botrytis,N/A,100%,Data Image
D047,Celery lvs & petioles,Apium graveolens,Baguio celery dahon at tangkay,53%,Data Image
D048,"Celery, Chinese, lvs & petioles",Apium graveolens var. secalinum,Kinchay dahon at tangkay/Leaf celery,76%,Data Image
D049,"Celery, Chinese, lvs & petioles, boiled",Apium graveolens var. secalinum,"Kinchay dahon at tangkay, nilaga/Leaf celery, boiled",100%,Data Image
D050,Chayote fruit,Sechium edule,Sayote bunga/Vegetable pear fruit,79%,Data Image
D051,"Chayote fruit, boiled",Sechium edule,"Sayote bunga, nilaga/Vegetable pear fruit, boiled",100%,Data Image
D052,Chayote lvs,Sechium edule,Sayote dahon/Vegetable pear lvs,35%,Data Image
D053,"Chayote lvs, boiled",Sechium edule,"Sayote dahon, nilaga/Vegetable pear lvs, boiled",100%,Data Image
D054,Chinese cabbage,Brassica pekinensis,Pechay Baguio/Napa cabbage,94%,Data Image
D055,"Chinese cabbage, boiled",Brassica pekinensis,"Pechay Baguio, nilaga/Napa cabbage, boiled",100%,Data Image
D056,Coconut cotyledon,Cocos nucifera,Niyog tumbong,99%,Data Image
D057,"Coconut, heart of palm",Cocos nucifera,Niyog ubod,34%,Data Image
D059,Fragrant manjack lvs,Cordia dichotoma,Anonang dahon,-,Data Image
D060,Coriander lvs,Coriandrum sativum,Cilantro/Wansoy dahon,84%,Data Image
D061,Cowpea lvs,Vigna unguiculata,Paayap dahon,64%,Data Image
D062,"Cowpea lvs, boiled",Vigna unguiculata,"Paayap dahon, nilaga",100%,Data Image
D063,Cowpea pod,Vigna unguiculata,Paayap bunga,87%,Data Image
D064,"Cowpea pod, boiled",Vigna unguiculata,"Paayap bunga, nilaga",100%,Data Image
D065,"Cowpea seed, fresh",Vigna unguiculata,"Paayap buto, sariwa",28%,Data Image
D066,Crown daisy lvs,Chrysanthemum coronarium,Tangó dahon/Garland chrysanthemum lvs,77%,Data Image
D067,"Kutcharitas lvs, green",Alternanthera bettzickiana,"Calico plant lvs, green",74%,Data Image
D068,"Kutcharitas lvs, red",Alternanthera bettzickiana,"Calico plant lvs, red",100%,Data Image
D069,Cucumber,Cucumis sativus,Pipino,88%,Data Image
D070,East Indian lotus fruit,Nelumbo nucifera,Baino bunga,49%,Data Image
D071,East Indian lotus lvs,Nelumbo nucifera,Baino dahon,86%,Data Image
D072,"East Indian lotus lvs, boiled",Nelumbo nucifera,"Baino dahon, nilaga",100%,Data Image
D073,Eggplant,Solanum melongena,Talong/Aubergine,88%,Data Image
D074,"Eggplant, boiled",Solanum melongena,"Talong, nilaga/Aubergine, boiled",100%,Data Image
D075,Endive lvs,Cichorium endivia,Eskarola dahon,71%,Data Image
D077,"Flowering fern, lvs",Helminthostachys zeylanica,Tukod langit dahon/Kamraj lvs,76%,Data Image
D078,Foetid cassia lvs,Senna tora,Katanda dahon,-,Data Image
D079,Fragrant premna lvs,Premna odorata,Alagaw dahon,44%,Data Image
D080,"Fragrant premna lvs, boiled",Premna odorata,"Alagaw dahon, nilaga",82%,Data Image
D081,"Galo fruit, whole",Anacolosa frutescens,N/A,87%,Data Image
D082,"Galo pulp, boiled",Anacolosa frutescens,N/A,100%,Data Image
D083,"Galo seed, boiled",Anacolosa frutescens,N/A,29%,Data Image
D084,Garlic bulb,Allium sativum,Bawang ulo,85%,Data Image
D085,Garlic lvs,Allium sativum,Bawang dahon,87%,Data Image
D086,"Garlic lvs, boiled",Allium sativum,"Bawang dahon, nilaga",100%,Data Image
D087,Garlic lvs & bulb,Allium sativum,Bawang dahon at ulo,67%,Data Image
D088,Glynus lvs,Glinus oppositifolius,Sarsalida/Papait dahon,74%,Data Image
D089,Guava lvs,Psidium guajava,Bayabas dahon,-,Data Image
D090,Himbaba-o flower,Broussonetia luzonica,Alokon bulaklak,100%,Data Image
D091,"Himbaba-o flower, boiled",Broussonetia luzonica,"Alokon bulaklak, nilaga",100%,Data Image
D092,Himbaba-o lvs,Broussonetia luzonica,Alokon dahon,46%,Data Image
D093,"Himbaba-o lvs, boiled",Broussonetia luzonica,"Alokon dahon, nilaga",100%,Data Image
D094,Horseradish tree lvs,Moringa oleifera,Malunggay dahon/Drumstick tree lvs,50%,Data Image
D095,"Horseradish tree lvs, boiled",Moringa oleifera,"Malunggay dahon, nilaga/ Drumstick tree lvs, boiled",100%,Data Image
D096,"Horseradish tree lvs, dwarf",Moringa oleifera,"Malunggay dahon, unano",48%,Data Image
D097,"Horseradish tree lvs, dwarf, boiled",Moringa oleifera,"Malunggay dahon, unano, nilaga",100%,Data Image
D098,"Horseradish tree lvs, Japanese",Moringa oleifera,"Malunggay dahon, Hapon",29%,Data Image
D099,"Horseradish tree lvs, Japanese, boiled",Moringa oleifera,"Malunggay dahon, Hapon, nilaga",100%,Data Image
D100,Horseradish tree pod,Moringa oleifera,Malunggay bunga,49%,Data Image
D101,"Horseradish tree pod, boiled",Moringa oleifera,"Malunggay bunga, nilaga",52%,Data Image
D102,Hyacinth bean pod,Lablab purpureus,Bataw bunga,97%,Data Image
D103,"Hyacinth bean pod, boiled",Lablab purpureus,"Bataw bunga, nilaga",100%,Data Image
D104,"Jackfruit fruit, unripe",Artocarpus heterophyllus,"Langka bunga, hilaw",60%,Data Image
D105,Jackfruit seed,Artocarpus heterophyllus,Langka buto,85%,Data Image
D106,"Jackfruit seed, boiled",Artocarpus heterophyllus,"Langka buto, nilaga",86%,Data Image
D107,Jute lvs,Corchorus olitorius,Saluyot/Pasaw dahon,51%,Data Image
D108,"Jute lvs, boiled",Corchorus olitorius,"Saluyot/Pasaw dahon, nilaga",100%,Data Image
D111,Lagikway lvs,Abelmoschus manihot,Sunset muskmallow lvs,68%,Data Image
D112,"Lagikway lvs, boiled",Abelmoschus manihot,"Sunset muskmallow lvs, boiled",100%,Data Image
D113,Chinese leek lvs,Allium tuberosum,Kutsay dahon/Chinese chives lvs,84%,Data Image
D114,"Chinese leek lvs, boiled",Allium tuberosum,"Kutsay dahon, nilaga/Chinese chives lvs, boiled",100%,Data Image
D115,Lettuce lvs & petioles,Lactuca sativa,Letsugas dahon at tangkay,79%,Data Image
D116,"Lettuce tree, young lvs",Pisonia grandis,Koles maluko talbos,62%,Data Image
D117,"Lettuce tree, young lvs, boiled",Pisonia grandis,"Koles maluko talbos, nilaga",100%,Data Image
D118,Lima bean pod,Phaseolus lunatus,Patani bunga,43%,Data Image
D119,"Lima bean pod, boiled",Phaseolus lunatus,"Patani bunga, nilaga",46%,Data Image
D120,"Limang sugat, young lvs",Pseuderanthemum bicolor,N/A,100%,Data Image
D121,Malabar nightshade lvs,Basella alba,Alugbati dahon/Spinach vine lvs,59%,Data Image
D122,"Malabar nightshade lvs, boiled",Basella alba,"Alugbati dahon, nilaga",100%,Data Image
D123,Malibaddu,Syzygium lineatum,Lubeg,79%,Data Image
D124,"Mango, young lvs",Mangifera indica,Mangga talbos,64%,Data Image
D125,"Mango, young lvs, boiled",Mangifera indica,"Mangga talbos, nilaga",100%,Data Image
D126,Marrow-stem kale lvs and stems,Brassica oleracea var. medullosa,Kales dahon at tangkay,71%,Data Image
D127,Mexican lilac flower,Gliricidia sepium,Kakawati bulaklak,85%,Data Image
D128,"Mexican lilac flowers, boiled",Gliricidia sepium,"Kakawati bulaklak, nilaga",100%,Data Image
D129,Morning glory lvs,Ipomoea alba,Malakamote dahon,-,Data Image
D130,"Mung bean seed, fresh",Vigna radiata var radiata,"Munggo buto, sariwa",40%,Data Image
D131,Mung bean sprout,Vigna radiata var radiata,Toge,91%,Data Image
D132,"Mung bean sprout, boiled",Vigna radiata var radiata,"Toge, nilaga",100%,Data Image
D133,"Mushroom, fresh",Agaricus campestris,"Kabuti, sariwa",94%,Data Image
D134,Mustard lvs,Brassica juncea,Mustasa dahon,89%,Data Image
D135,"Mustard lvs, boiled",Brassica juncea,"Mustasa dahon, nilaga",100%,Data Image
D137,New Zealand spinach lvs,Tetragonia tetragonioides,Ispinaka dahon,54%,Data Image
D138,"New Zealand spinach lvs, boiled",Tetragonia tetragonioides,"Ispinaka dahon, nilaga",100%,Data Image
D139,Okra,Abelmoschus esculentus,Ladyfinger,92%,Data Image
D140,"Okra, boiled",Abelmoschus esculentus,"Ladyfinger, boiled",90%,Data Image
D141,"Onion, Bombay bulb",Allium cepa,"Sibuyas, Bombay ulo",93%,Data Image
D142,"Onion, Bombay bulb, boiled",Allium cepa,"Sibuyas, Bombay ulo, nilaga",100%,Data Image
D143,"Onion, garden shallot bulb",Allium cepa var. aggregatum,"Sibuyas, Tagalog ulo",83%,Data Image
D144,"Onion, garden shallot bulb, boiled",Allium cepa var. aggregatum,"Sibuyas, Tagalog ulo, nilaga",100%,Data Image
D145,"Onion, garden shallot lvs",Allium cepa var. aggregatum,"Sibuyas, Tagalog, dahon",83%,Data Image
D146,"Onion, garden shallot lvs, boiled",Allium cepa var. aggregatum,"Sibuyas, Tagalog, dahon, nilaga",100%,Data Image
D147,"Onion, spring",Allium cepa,"Sibuyas, mura",77%,Data Image
D148,"Onion, spring, boiled",Allium cepa,"Sibuyas, mura, nilaga",100%,Data Image
D149,Pako fern lvs,Diplazium esculentum,Fiddlehead fern lvs/Vegetable fern lvs,30%,Data Image
D150,"Pako fern lvs, boiled",Diplazium esculentum,"Fiddlehead fern lvs, boiled",100%,Data Image
D151,"Palm-like fig, young lvs",Ficus pseudopalma,"Philippine fig, young lvs/Lubi-lubi talbos",42%,Data Image
D152,"Palm-like fig, young lvs, boiled",Ficus pseudopalma,"Philippine fig, young lvs, boiled/Lubi-lubi talbos, nilaga",100%,Data Image
D153,Pansit-pansitan,Peperomia pellucida,Olasiman-bato,68%,Data Image
D154,"Papaya fruit, unripe",Carica papaya,N/A,64%,Data Image
D155,"Papaya, young lvs",Carica papaya,N/A,78%,Data Image
D156,"Papaya, young lvs, boiled",Carica papaya,N/A,100%,Data Image
D157,Papaya petioles,Carica papaya,N/A,82%,Data Image
D158,"Papaya petioles, boiled",Carica papaya,N/A,100%,Data Image
D159,Parsley lvs,Petroselinum crispum,N/A,65%,Data Image
D160,Pechay lvs,Brassica chinensis,Petsay dahon,93%,Data Image
D161,"Pechay lvs, boiled",Brassica chinensis,"Petsay dahon, nilaga",100%,Data Image
D162,Pechay petioles,Brassica chinensis,Petsay tangkay,81%,Data Image
D163,"Pechay petioles, boiled",Brassica chinensis,"Petsay tangkay, nilaga",100%,Data Image
D164,"Pepper, chili fruit",Capsicum frutescens,"Sili, labuyo, bunga",89%,Data Image
D165,"Pepper, chili lvs",Capsicum frutescens,"Sili, labuyo, dahon",42%,Data Image
D166,"Pepper, chili lvs, boiled",Capsicum frutescens,"Sili, labuyo, dahon, nilaga",100%,Data Image
D167,"Pepper, sweet/bell long, green",Capsicum annuum var. annuum,"Sili, sweet/bell, mahaba, berde",95%,Data Image
D168,"Pepper, sweet/bell, long, green, boiled",Capsicum annuum var. annuum,"Sili, sweet/bell, mahaba, berde, nilaga",71%,Data Image
D169,"Pepper, sweet/bell, long, red",Capsicum annuum var. annuum,"Sili, sweet/bell, mahaba, pula",95%,Data Image
D170,"Pepper, sweet/bell, round, green",Capsicum annuum var. annuum,"Sili, sweet/bell, bilog, berde",82%,Data Image
D171,"Pepper, sweet/bell, round, green, boiled",Capsicum annuum var. annuum,"Sili, sweet/bell, bilog, berde, nilaga",74%,Data Image
D172,"Pepper, sweet/bell, round, red",Capsicum annuum var. annuum,"Sili, sweet/bell, bilog, pula",85%,Data Image
D173,Philippine spinach lvs,Talinum triangulare,Talinum dahon/Ceylon spinach lvs,66%,Data Image
D174,"Philippine spinach lvs, boiled",Talinum triangulare,"Talinum dahon, nilaga/Ceylon spinach lvs, boiled",100%,Data Image
D175,Pigeon pea pod,Cajanus cajan,Kadyos bunga,54%,Data Image
D176,"Pigeon pea pod, boiled",Cajanus cajan,"Kadyos bunga, nilaga",100%,Data Image
D177,"Pigeon pea seed, fresh",Cajanus cajan,"Kadyos buto, sariwa",100%,Data Image
D178,Malabar bauhinia lvs,Piliostigma malabaricum,Alibangbang/Alambangbang dahon,83%,Data Image
D179,"Prickly chaff-flower, lvs",Achyranthes aspera,Lupo-lupo/Hangod,72%,Data Image
D180,Purslane lvs,Portulaca oleracea,Olasiman dahon,46%,Data Image
D181,"Purslane lvs, boiled",Portulaca oleracea,"Olasiman dahon, nilaga",100%,Data Image
D182,Racaba lvs,Alternanthera sessilis,Bunga-bunga dahon/Dwarf copperleaf lvs,-,Data Image
D183,Radish,Raphanus sativus,"Labanos/Rabanos, lamang ugat",82%,Data Image
D184,"Radish, boiled",Raphanus sativus,"Labanos/Rabanos, lamang ugat, nilaga",100%,Data Image
D185,"Radish, pod",Raphanus sativus,"Labanos/Rabanos, bunga",87%,Data Image
D186,"Rhubarb, young petioles",Rheum rhabarbarum,Garden rhubarb,73%,Data Image
D187,Roselle lvs,Hibiscus sabdariffa,N/A,56%,Data Image
D188,"Sabitan, lvs",Planchonella obovata,N/A,-,Data Image
D189,"Seaweed, gut weed, dried",Enteromorpha intestinalis,"Bitukang manok, tuyo/Hollow green nori, dried",-,Data Image
D190,Sea purslane lvs,Sesuvium portulacastrum,Dampalit dahon,87%,Data Image
D191,"Sea purslane lvs, boiled",Sesuvium portulacastrum,"Dampalit dahon, nilaga",100%,Data Image
D192,"Seaweed, balbalulang",Hydroclathrus clathratus,Balbalulang/Balbalolang,100%,Data Image
D193,"Seaweed, gamet, dried",Porphyra sp.,"Gamet, tuyo",100%,Data Image
D194,"Seaweed, kawkawayan",Gracilaria verrucosa,Kawkawayan/Gulaman dagat/Ceylon moss seaweed,100%,Data Image
D195,"Seaweed, kulot",Laurencia sp.,Kulot,87%,Data Image
D196,"Seaweed, lato",Caulerpa racemosa,Lato,100%,Data Image
D198,"Seaweed, pokpoklo",Codium intricatum Okamura,Pokpoklo,100%,Data Image
D199,Sesbania flower,Sesbania grandiflora,Katuray bulaklak,55%,Data Image
D200,"Sesbania flower, boiled",Sesbania grandiflora,"Katuray bulaklak, nilaga",100%,Data Image
D201,Sesbania lvs,Sesbania grandiflora,Katuray dahon,49%,Data Image
D202,"Sesbania lvs, boiled",Sesbania grandiflora,"Katuray dahon, nilaga",100%,Data Image
D203,Slender/Spineless amaranth lvs,Amaranthus viridis,Kulitis dahon,71%,Data Image
D204,"Slender/Spineless amaranth lvs, boiled",Amaranthus viridis,"Kulitis dahon, nilaga",100%,Data Image
D205,Snake gourd fruit,Trichosanthes cucumerina var. anguina,Pakupis bunga,86%,Data Image
D206,"Snap bean pod, green",Phaseolus vulgaris,"Abitsuwelas/Baguio beans bunga, berde",96%,Data Image
D207,"Snap bean pod, green, boiled",Phaseolus vulgaris,"Abitsuwelas/Baguio beans bunga, berde, nilaga",100%,Data Image
D208,"Snap bean pod, white",Phaseolus vulgaris,"Abitsuwelas/Baguio beans bunga, puti",94%,Data Image
D209,"Snap bean pod, white, boiled",Phaseolus vulgaris,"Abitsuwelas/Baguio beans bunga, puti, nilaga",100%,Data Image
D210,"Snap bean seed, black & brown, fresh",Phaseolus vulgaris,"Abitsuwelas/Baguio beans buto, kulay kape, sariwa",100%,Data Image
D211,Snow/Sugar pea pod,Pisum sativum var. macrocarpon,Sitsaro,93%,Data Image
D212,"Snow/Sugar pea pod, boiled",Pisum sativum var. macrocarpon,"Sitsaro, nilaga",100%,Data Image
D213,"Soybean seed, fresh",Glycine max,"Utaw buto, sariwa",54%,Data Image
D214,"Soybean seed, fresh, boiled",Glycine max,"Utaw buto, sariwa, nilaga",100%,Data Image
D215,"Spanish plum, young lvs",Spondias purpurea,Siniguelas talbos,81%,Data Image
D216,"Spanish plum, young lvs, boiled",Spondias purpurea,"Siniguelas talbos, nilaga",100%,Data Image
D217,Spiny pigweed/Thorny amaranth lvs,Amaranthus spinosus,Uray dahon,17%,Data Image
D218,"Spiny pigweed/Thorny amaranth lvs, boiled",Amaranthus spinosus,"Uray dahon, nilaga",100%,Data Image
D219,Sponge gourd fruit,Luffa cyclindrica,Patola bunga,84%,Data Image
D220,"Sponge gourd fruit, boiled",Luffa cyclindrica,"Patola bunga, nilaga",100%,Data Image
D221,Sponge gourd lvs,Luffa cyclindrica,Patola dahon,48%,Data Image
D222,"Sponge gourd lvs, boiled",Luffa cyclindrica,"Patola dahon, nilaga",100%,Data Image
D223,Squash flower,Cucurbita maxima,Kalabasa bulaklak,63%,Data Image
D224,"Squash flower, boiled",Cucurbita maxima,"Kalabasa bulaklak, nilaga",100%,Data Image
D225,Squash fruit,Cucurbita maxima,Kalabasa bunga,77%,Data Image
D226,"Squash fruit, boiled",Cucurbita maxima,"Kalabasa bunga, nilaga",100%,Data Image
D227,Squash lvs,Cucurbita maxima,Kalabasa dahon,47%,Data Image
D228,"Squash lvs, boiled",Cucurbita maxima,"Kalabasa dahon, nilaga",100%,Data Image
D229,"Squash, summer fruit",Cucurbita moschata,"Kalabasa bunga, puti",82%,Data Image
D230,String/Yard long bean lvs,Vigna unguiculata ssp. sesquipedalis,Sitaw talbos,54%,Data Image
D231,"String/Yard long bean lvs, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw talbos, nilaga",100%,Data Image
D232,"String/Yard long bean pod, green",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, berde",95%,Data Image
D233,"String/Yard long bean pod, green, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, berde, nilaga",100%,Data Image
D234,"String/Yard long bean pod, red",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, pula",92%,Data Image
D235,"String/Yard long bean pod, red, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, pula, nilaga",100%,Data Image
D236,"String/Yard long bean pod, white",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, puti",95%,Data Image
D237,"String/Yard long bean pod, white, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw bunga, puti, nilaga",100%,Data Image
D238,"String/Yard long bean seed, green, fresh",Vigna unguiculata ssp. sesquipedalis,"Sitaw buto, berde, sariwa",100%,Data Image
D239,"String/Yard long bean seed, green, fresh, boiled",Vigna unguiculata ssp. sesquipedalis,"Sitaw buto, berde, sariwa, nilaga",100%,Data Image
D240,"Sugar palm, heart of palm",Arenga pinnata,Kaong ubod,85%,Data Image
D241,Swamp amaranth lvs,Alternanthera paronychioides,Lupo dahon,-,Data Image
D242,Swamp cabbage lvs,Ipomoea aquatica,Kangkong dahon/Water spinach lvs,59%,Data Image
D243,"Swamp cabbage lvs, boiled",Ipomoea aquatica,"Kangkong dahon, nilaga/Water spinach lvs, boiled",100%,Data Image
D244,Sweet potato lvs,Ipomoea batatas,Kamote dahon,34%,Data Image
D245,"Sweet potato lvs, boiled",Ipomoea batatas,"Kamote dahon, nilaga",100%,Data Image
D246,"Sweet potato lvs, purple",Ipomoea batatas,"Kamote dahon, murado",59%,Data Image
D247,"Sweet potato lvs, purple, boiled",Ipomoea batatas,"Kamote dahon, murado, nilaga",38%,Data Image
D248,Tamarind flower,Tamarindus indica,Sampalok bulaklak,78%,Data Image
D249,Tamarind lvs,Tamarindus indica,Sampalok dahon,81%,Data Image
D250,"Tamarind lvs, boiled",Tamarindus indica,"Sampalok dahon, nilaga",100%,Data Image
D251,Ivy gourd lvs,Coccinia grandis,Tamling dahon,48%,Data Image
D252,"Ivy gourd lvs, boiled",Coccinia grandis,"Tamling dahon, nilaga",100%,Data Image
D253,Taro lvs,Colocasia esculenta,Gabi dahon,55%,Data Image
D254,"Taro lvs, boiled",Colocasia esculenta,"Gabi dahon, nilaga",100%,Data Image
D255,Taro petioles,Colocasia esculenta,Gabi tangkay,84%,Data Image
D256,"Taro petioles, boiled",Colocasia esculenta,"Gabi tangkay, nilaga",100%,Data Image
D257,Tomato,Lycopersicon esculentum,Kamatis,99%,Data Image
D258,"Tomato, boiled",Lycopersicon esculentum,"Kamatis, nilaga",98%,Data Image
D259,"Tomato, Spanish, ripe",Lycopersicon esculentum,"Kamatis, Kastila, hinog",100%,Data Image
D260,Yam bean,Pachyrhizus erosus,Singkamas lamang-ugat/Jicama,87%,Data Image
D261,"Yam bean, pod",Pachyrhizus erosus,Singkamas bunga,90%,Data Image
D263,"Water caltrop, boiled",Trapa natans,"Sungay kalabaw, nilaga/Bullnut, boiled",44%,Data Image
D264,Water chestnut,Eleocharis dulcis,Apulid lamang-ugat,63%,Data Image
D265,"Water chestnut, boiled",Eleocharis dulcis,"Apulid lamang-ugat, nilaga",60%,Data Image
D268,Watercress,Nasturtium officinale,Tonghoy,49%,Data Image
D269,Wax gourd fruit,Benincasa hispida,Kundol bunga,77%,Data Image
D270,"Wax gourd fruit, boiled",Benincasa hispida,"Kundol bunga, nilaga",100%,Data Image
D271,Wild ginger,Zingiber zerumbet,Tumbong aso/Bitter ginger,72%,Data Image
D272,Winged bean pod,Psophocarpus tetragonolobus,"Sigarilyas/Kalamismis, bunga",97%,Data Image
D273,"Winged bean pod, boiled",Psophocarpus tetragonolobus,"Sigarilyas/Kalamismis bunga, nilaga",100%,Data Image
D274,"Asparagus, cnd",N/A,N/A,100%,Data Image
D275,"Bamboo shoot, cnd",N/A,"Labong, de lata",100%,Data Image
D276,"Bamboo shoot, dried",N/A,"Labong, tuyo",100%,Data Image
D277,"Black wood ear mushroom, dried",Auricularia auricula-judae,"Tengang daga, tuyo",100%,Data Image
D278,"Cucumber, salted, cnd",N/A,"Pipino, inasnan, de lata",100%,Data Image
D279,"Mushroom, cnd",N/A,"Kabuti, de lata",100%,Data Image
D280,"Mushroom, dried",N/A,"Kabuti, tuyo",100%,Data Image
D281,"Mustard lvs, pickled",N/A,"Mustasa dahon, buro",84%,Data Image
D282,"Mustard lvs, salted",N/A,"Mustasa dahon, inasnan",100%,Data Image
D283,"Olive, green, in brine",Olea europaea L.,"Aseytuna, berde",70%,Data Image
D284,"Olive, ripe, in brine",N/A,"Aseytuna, hinog",78%,Data Image
D285,"Papaya fruit, unripe, dried",N/A,"Papaya bunga, hilaw, tuyo",100%,Data Image
D286,Pickle relish,N/A,N/A,100%,Data Image
D287,"Pickles, mixed",N/A,N/A,100%,Data Image
D288,"Pickles, papaya",N/A,"Atsara, papaya",100%,Data Image
D289,"Pickles, whole, gherkins",N/A,N/A,100%,Data Image
D290,"Pimiento, cnd",N/A,N/A,100%,Data Image
D292,"Radish, salted, cnd",N/A,"Labanos, inasnan, de lata",100%,Data Image
D293,"Taro lvs, dried",N/A,"Gabi dahon, tuyo",-,Data Image
D294,"Bagbagkong flower, raw",Telosma procumbens,Sabidukong/Latok,74%,Data Image
D295,"Batwan, immature fruit, raw",Garcinia binucao,Binucao/Binukaw,98%,Data Image
D296,"Bitter melon/gourd, wild, fruit, raw",Momordica charantia,Ampalayang ligaw,74%,Data Image
D297,"Malunggay leaves powder, dry",-,-,100%,Data Image
D298,"Mangrove apple, raw",Sonneratia caseolaris,Bakawan bunga,87%,Data Image
D299,"Ivy gourd, immature fruit, raw",Coccinia grandis,Tamling bunga,96%,Data Image
D300,"Basil, sweet, fresh",Ocimum basilicum,-,-,Data Image
D301,"Libas, mature lvs",Spondias pinnata,"Common hog plum lvs, mature",-,Data Image
D302,"Libas, young lvs",Spondias pinnata,"Common hog plum lvs, young",-,Data Image
D303,"Thyme, fresh",Thymus vulgaris,N/A,63%,Data Image
E001,"Apple, green",Malus domestica,"Mansanas, berde",77%,Data Image
E002,"Apple, red",Malus domestica,"Mansanas, pula",76%,Data Image
E003,Atemoya,Annona cherimola x Annona squamosa,N/A,46%,Data Image
E004,"Avocado, green",Persea americana,"Abokado, berde",70%,Data Image
E005,"Avocado, red",Persea americana,"Abokado, murado",68%,Data Image
E006,"Banana, bungulan",Musa x paradisiaca,"Saging, bungulan",67%,Data Image
E007,"Banana, butuan",Musa x balbisiana,"Saging, butuan",57%,Data Image
E008,"Banana, cavendish, ripe",Musa x paradisiaca,"Saging, cavendish, hinog",64%,Data Image
E009,"Banana, cavendish, unripe",Musa x paradisiaca,"Saging, cavendish, hilaw",73%,Data Image
E010,"Banana, gloria",Musa x paradisiaca,"Saging, gloria",62%,Data Image
E011,"Banana, lacatan",Musa x paradisiaca,"Saging, lakatan",69%,Data Image
E012,"Banana, latundan",Musa x paradisiaca,"Saging, latundan",73%,Data Image
E013,"Banana, murado",Musa x paradisiaca,"Saging, murado",67%,Data Image
E014,"Banana, saba",Musa x balbisiana,"Saging, saba",57%,Data Image
E015,"Banana, saba, boiled",Musa x balbisiana,"Saging, saba, nilaga",60%,Data Image
E016,"Banana, ternate",Musa x paradisiaca,"Saging, ternate",64%,Data Image
E017,"Banana, tuldok",Musa x paradisiaca,"Saging, tuldok/tindok/tandok",76%,Data Image
E018,Bignay,Antidesma bunius,Bugnay/Salamander tree fruit,67%,Data Image
E019,Bilimbi,Averrhoa bilimbi,Kamyas/Kamias/Kalamyas,100%,Data Image
E020,Black/Java plum,Syzygium cumini,Duhat/Jambolan,75%,Data Image
E021,Barbados gooseberry,Pereskia aculeata,N/A,46%,Data Image
E022,Buri palm,Corypha utan,Buli,16%,Data Image
E023,Calamansi/Philippine lemon,X Citrofortunella microcarpa,Kalamansi/Calamondin,38%,Data Image
E024,Canistel,Pouteria campechiana,Tiesa/Eggfruit,73%,Data Image
E025,Cashew fruit,Anacardium occidentale,Kasuy bunga,90%,Data Image
E026,Java apple,Syzygium samarangense,Makopa/Wax jambu/Wax apple,80%,Data Image
E027,Custard apple,Annona reticulata,Anonas/Bullock's heart,55%,Data Image
E028,Durian,Durio zibethinus,N/A,20%,Data Image
E029,Velvet apple,Diospyros blancoi,Mabolo,60%,Data Image
E030,Grape,Vitis vinifera,Ubas,80%,Data Image
E031,"Guava, red",Psidium guajava,"Bayabas, pula",99%,Data Image
E032,"Guava, white",Psidium guajava,"Bayabas, puti",99%,Data Image
E033,Jackfruit,Artocarpus heterophyllus,Langka/Nangka,34%,Data Image
E034,Johey oak,Artocarpus odoratissimus,Marang,29%,Data Image
E035,Jamaica cherry,Muntingia calabura,Datiles/Aratiles,82%,Data Image
E036,Jujube Indian/Chinese date,Ziziphus jujuba,Mansanitas,91%,Data Image
E037,Kaffir lime,Citrus hystrix,Kabuyaw,31%,Data Image
E038,Kalumpit,Terminalia microcarpa,Batangas cherry,67%,Data Image
E039,Lanzon,Lansium domesticum,Lansones/Langsat,68%,Data Image
E040,Lemon,Citrus limon,Limon,50%,Data Image
E041,Lemon peel,Citrus limon,"Limon, balat",100%,Data Image
E042,Lime,Citrus aurantiifolia,Dayap/Key lime,59%,Data Image
E043,Lime peel,Citrus aurantiifolia,"Dayap, balat",100%,Data Image
E044,Lipoti,Syzygium polycephaloides,Lipote/Igot,83%,Data Image
E045,Lychee/Litchi,Litchi chinensis,Lechiyas/Litsiyas,65%,Data Image
E046,Madras thorn,Pithecellobium dulce,Camachile/Kamatsile/Manila tamarind,50%,Data Image
E047,Malay apple,Syzygium malaccense,Yambo,68%,Data Image
E048,Malay gooseberry,Phyllanthus acidus,Iba/Karmay/Bangkiling/Tahitian gooseberry,91%,Data Image
E049,"Mango, Indian, unripe",Mangifera indica,"Mangga, Indiyan, hilaw",57%,Data Image
E050,"Mango, Manila super, medium ripe",Mangifera indica,"Mangga, kalabaw, manibalang",72%,Data Image
E051,"Mango, Manila super, ripe",Mangifera indica,"Mangga, kalabaw, hinog",67%,Data Image
E052,"Mango, Manila super, unripe",Mangifera indica,"Mangga, kalabaw, hilaw",72%,Data Image
